experiment_id,code_family,decoder,distance,eta,schedule_family,seed,gate_family,weight,p_x,p_y,p_z,chi_temp,bar_p_x,bar_p_y,bar_p_z,eta_eff
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,11,cnot,0.34,0.0007343150695593927,0.0007343150695593927,0.0010093749999999999,0.98,0.0007191567572569814,0.0007191567572569814,0.000986425,0.6721041624410152
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,11,measurement,0.18,0.000789845355149898,0.000789845355149898,0.0009350000000000001,0.98,0.0007191567572569814,0.0007191567572569814,0.000986425,0.6721041624410152
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,11,reset,0.13,0.0007638237541569001,0.0007638237541569001,0.00091375,0.98,0.0007191567572569814,0.0007191567572569814,0.000986425,0.6721041624410152
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,11,idle,0.11,0.0005227327613812625,0.0005227327613812625,0.001105,0.98,0.0007191567572569814,0.0007191567572569814,0.000986425,0.6721041624410152
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,11,single_qubit_clifford,0.24,0.0007104990745311263,0.0007104990745311263,0.0009774999999999999,0.98,0.0007191567572569814,0.0007191567572569814,0.000986425,0.6721041624410152
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,29,cnot,0.34,0.0007433529772152028,0.0007433529772152028,0.0010093749999999999,0.98,0.0007243975916292516,0.0007243975916292516,0.000986425,0.6672416578758847
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,29,measurement,0.18,0.0007980965279743435,0.0007980965279743435,0.0009350000000000001,0.98,0.0007243975916292516,0.0007243975916292516,0.000986425,0.6672416578758847
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,29,reset,0.13,0.0007700223764671073,0.0007700223764671073,0.00091375,0.98,0.0007243975916292516,0.0007243975916292516,0.000986425,0.6672416578758847
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,29,idle,0.11,0.0005291665261531952,0.0005291665261531952,0.001105,0.98,0.0007243975916292516,0.0007243975916292516,0.000986425,0.6672416578758847
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,29,single_qubit_clifford,0.24,0.0007070374063463555,0.0007070374063463555,0.0009774999999999999,0.98,0.0007243975916292516,0.0007243975916292516,0.000986425,0.6672416578758847
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,47,cnot,0.34,0.0007484145677369479,0.0007484145677369479,0.0010093749999999999,0.98,0.0007275000574300666,0.0007275000574300666,0.000986425,0.6643961674827269
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,47,measurement,0.18,0.0008076408560856697,0.0008076408560856697,0.0009350000000000001,0.98,0.0007275000574300666,0.0007275000574300666,0.000986425,0.6643961674827269
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,47,reset,0.13,0.0007796026298708638,0.0007796026298708638,0.00091375,0.98,0.0007275000574300666,0.0007275000574300666,0.000986425,0.6643961674827269
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,47,idle,0.11,0.0005327696922873188,0.0005327696922873188,0.001105,0.98,0.0007275000574300666,0.0007275000574300666,0.000986425,0.6643961674827269
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,47,single_qubit_clifford,0.24,0.0006987947594552766,0.0006987947594552766,0.0009774999999999999,0.98,0.0007275000574300666,0.0007275000574300666,0.000986425,0.6643961674827269
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,71,cnot,0.34,0.0007437625657331861,0.0007437625657331861,0.0010093749999999999,0.98,0.0007250821841693776,0.0007250821841693776,0.000986425,0.6666116759629153
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,71,measurement,0.18,0.0008116203735332022,0.0008116203735332022,0.0009350000000000001,0.98,0.0007250821841693776,0.0007250821841693776,0.000986425,0.6666116759629153
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,71,reset,0.13,0.0007866194218435009,0.0007866194218435009,0.00091375,0.98,0.0007250821841693776,0.0007250821841693776,0.000986425,0.6666116759629153
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,71,idle,0.11,0.0005294580976405732,0.0005294580976405732,0.001105,0.98,0.0007250821841693776,0.0007250821841693776,0.000986425,0.6666116759629153
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,71,single_qubit_clifford,0.24,0.0006900430375166657,0.0006900430375166657,0.0009774999999999999,0.98,0.0007250821841693776,0.0007250821841693776,0.000986425,0.6666116759629153
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,89,cnot,0.34,0.000734786899910764,0.000734786899910764,0.0010093749999999999,0.98,0.0007199453817534499,0.0007199453817534499,0.000986425,0.6713679429719931
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,89,measurement,0.18,0.0008054243094461403,0.0008054243094461403,0.0009350000000000001,0.98,0.0007199453817534499,0.0007199453817534499,0.000986425,0.6713679429719931
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,89,reset,0.13,0.0007829429174338074,0.0007829429174338074,0.00091375,0.98,0.0007199453817534499,0.0007199453817534499,0.000986425,0.6713679429719931
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,89,idle,0.11,0.0005230686406144421,0.0005230686406144421,0.001105,0.98,0.0007199453817534499,0.0007199453817534499,0.000986425,0.6713679429719931
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,bias_preserving_reference,89,single_qubit_clifford,0.24,0.0006909222097895887,0.0006909222097895887,0.0009774999999999999,0.98,0.0007199453817534499,0.0007199453817534499,0.000986425,0.6713679429719931
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,11,cnot,0.32,0.0008958643848624591,0.0008958643848624591,0.0009084375,0.82,0.0008754458069639379,0.0008754458069639379,0.0008875912500000002,0.4156881095382191
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,11,measurement,0.2,0.0009636113332828756,0.0009636113332828756,0.0008415000000000001,0.82,0.0008754458069639379,0.0008754458069639379,0.0008875912500000002,0.4156881095382191
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,11,reset,0.15,0.0009318649800714182,0.0009318649800714182,0.0008223750000000001,0.82,0.0008754458069639379,0.0008754458069639379,0.0008875912500000002,0.4156881095382191
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,11,idle,0.13,0.0006377339688851403,0.0006377339688851403,0.0009945000000000002,0.82,0.0008754458069639379,0.0008754458069639379,0.0008875912500000002,0.4156881095382191
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,11,single_qubit_clifford,0.2,0.0008668088709279742,0.0008668088709279742,0.0008797500000000001,0.82,0.0008754458069639379,0.0008754458069639379,0.0008875912500000002,0.4156881095382191
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,29,cnot,0.32,0.0009068906322025475,0.0009068906322025475,0.0009084375,0.82,0.0008822975882204433,0.0008822975882204433,0.0008875912500000002,0.4124599424940013
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,29,measurement,0.2,0.0009736777641286992,0.0009736777641286992,0.0008415000000000001,0.82,0.0008822975882204433,0.0008822975882204433,0.0008875912500000002,0.4124599424940013
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,29,reset,0.15,0.0009394272992898709,0.0009394272992898709,0.0008223750000000001,0.82,0.0008822975882204433,0.0008822975882204433,0.0008875912500000002,0.4124599424940013
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,29,idle,0.13,0.0006455831619068982,0.0006455831619068982,0.0009945000000000002,0.82,0.0008822975882204433,0.0008822975882204433,0.0008875912500000002,0.4124599424940013
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,29,single_qubit_clifford,0.2,0.0008625856357425538,0.0008625856357425538,0.0008797500000000001,0.82,0.0008822975882204433,0.0008822975882204433,0.0008875912500000002,0.4124599424940013
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,47,cnot,0.32,0.0009130657726390765,0.0009130657726390765,0.0009084375,0.82,0.0008869158918996323,0.0008869158918996323,0.0008875912500000002,0.41031220189386586
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,47,measurement,0.2,0.000985321844424517,0.000985321844424517,0.0008415000000000001,0.82,0.0008869158918996323,0.0008869158918996323,0.0008875912500000002,0.41031220189386586
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,47,reset,0.15,0.0009511152084424539,0.0009511152084424539,0.0008223750000000001,0.82,0.0008869158918996323,0.0008869158918996323,0.0008875912500000002,0.41031220189386586
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,47,idle,0.13,0.000649979024590529,0.000649979024590529,0.0009945000000000002,0.82,0.0008869158918996323,0.0008869158918996323,0.0008875912500000002,0.41031220189386586
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,47,single_qubit_clifford,0.2,0.0008525296065354375,0.0008525296065354375,0.0008797500000000001,0.82,0.0008869158918996323,0.0008869158918996323,0.0008875912500000002,0.41031220189386586
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,71,cnot,0.32,0.0009073903301944872,0.0009073903301944872,0.0009084375,0.82,0.0008846941864415592,0.0008846941864415592,0.0008875912500000002,0.4113426063798818
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,71,measurement,0.2,0.0009901768557105067,0.0009901768557105067,0.0008415000000000001,0.82,0.0008846941864415592,0.0008846941864415592,0.0008875912500000002,0.4113426063798818
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,71,reset,0.15,0.0009596756946490712,0.0009596756946490712,0.0008223750000000001,0.82,0.0008846941864415592,0.0008846941864415592,0.0008875912500000002,0.4113426063798818
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,71,idle,0.13,0.0006459388791214993,0.0006459388791214993,0.0009945000000000002,0.82,0.0008846941864415592,0.0008846941864415592,0.0008875912500000002,0.4113426063798818
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,71,single_qubit_clifford,0.2,0.0008418525057703321,0.0008418525057703321,0.0008797500000000001,0.82,0.0008846941864415592,0.0008846941864415592,0.0008875912500000002,0.4113426063798818
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,89,cnot,0.32,0.0008964400178911322,0.0008964400178911322,0.0009084375,0.82,0.0008782065967105176,0.0008782065967105176,0.0008875912500000002,0.41438132423862467
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,89,measurement,0.2,0.0009826176575242912,0.0009826176575242912,0.0008415000000000001,0.82,0.0008782065967105176,0.0008782065967105176,0.0008875912500000002,0.41438132423862467
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,89,reset,0.15,0.0009551903592692452,0.0009551903592692452,0.0008223750000000001,0.82,0.0008782065967105176,0.0008782065967105176,0.0008875912500000002,0.41438132423862467
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,89,idle,0.13,0.0006381437415496195,0.0006381437415496195,0.0009945000000000002,0.82,0.0008782065967105176,0.0008782065967105176,0.0008875912500000002,0.41438132423862467
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,temporal_order_swap,89,single_qubit_clifford,0.2,0.0008429250959432982,0.0008429250959432982,0.0008797500000000001,0.82,0.0008782065967105176,0.0008782065967105176,0.0008875912500000002,0.41438132423862467
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,11,cnot,0.29,0.0009546095904272105,0.0009546095904272105,0.0008882499999999999,0.78,0.0009395383951021857,0.0009395383951021857,0.0008630985,0.3582699938126424
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,11,measurement,0.23,0.0010267989616948674,0.0010267989616948674,0.0008228,0.78,0.0009395383951021857,0.0009395383951021857,0.0008630985,0.3582699938126424
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,11,reset,0.18,0.0009929708804039704,0.0009929708804039704,0.0008041,0.78,0.0009395383951021857,0.0009395383951021857,0.0008630985,0.3582699938126424
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,11,idle,0.12,0.0006795525897956414,0.0006795525897956414,0.0009724,0.78,0.0009395383951021857,0.0009395383951021857,0.0008630985,0.3582699938126424
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,11,single_qubit_clifford,0.18,0.0009236487968904643,0.0009236487968904643,0.0008602000000000001,0.78,0.0009395383951021857,0.0009395383951021857,0.0008630985,0.3582699938126424
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,29,cnot,0.29,0.0009663588703797637,0.0009663588703797637,0.0008882499999999999,0.78,0.000947056901532709,0.000947056901532709,0.0008630985,0.35542575578641133
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,29,measurement,0.23,0.0010375254863666467,0.0010375254863666467,0.0008228,0.78,0.000947056901532709,0.000947056901532709,0.0008630985,0.35542575578641133
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,29,reset,0.18,0.0010010290894072395,0.0010010290894072395,0.0008041,0.78,0.000947056901532709,0.000947056901532709,0.0008630985,0.35542575578641133
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,29,idle,0.12,0.0006879164839991538,0.0006879164839991538,0.0009724,0.78,0.000947056901532709,0.000947056901532709,0.0008630985,0.35542575578641133
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,29,single_qubit_clifford,0.18,0.0009191486282502623,0.0009191486282502623,0.0008602000000000001,0.78,0.000947056901532709,0.000947056901532709,0.0008630985,0.35542575578641133
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,47,cnot,0.29,0.0009729389380580324,0.0009729389380580324,0.0008882499999999999,0.78,0.0009526939691055833,0.0009526939691055833,0.0008630985,0.35332271003669496
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,47,measurement,0.23,0.0010499331129113706,0.0010499331129113706,0.0008228,0.78,0.0009526939691055833,0.0009526939691055833,0.0008630985,0.35332271003669496
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,47,reset,0.18,0.0010134834188321232,0.0010134834188321232,0.0008041,0.78,0.0009526939691055833,0.0009526939691055833,0.0008630985,0.35332271003669496
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,47,idle,0.12,0.0006926005999735146,0.0006926005999735146,0.0009724,0.78,0.0009526939691055833,0.0009526939691055833,0.0008630985,0.35332271003669496
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,47,single_qubit_clifford,0.18,0.0009084331872918597,0.0009084331872918597,0.0008602000000000001,0.78,0.0009526939691055833,0.0009526939691055833,0.0008630985,0.35332271003669496
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,71,cnot,0.29,0.0009668913354531421,0.0009668913354531421,0.0008882499999999999,0.78,0.0009512074576900471,0.0009512074576900471,0.0008630985,0.3538748695446883
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,71,measurement,0.23,0.001055106485593163,0.001055106485593163,0.0008228,0.78,0.0009512074576900471,0.0009512074576900471,0.0008630985,0.3538748695446883
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,71,reset,0.18,0.0010226052483965514,0.0010226052483965514,0.0008041,0.78,0.0009512074576900471,0.0009512074576900471,0.0008630985,0.3538748695446883
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,71,idle,0.12,0.0006882955269327453,0.0006882955269327453,0.0009724,0.78,0.0009512074576900471,0.0009512074576900471,0.0008630985,0.3538748695446883
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,71,single_qubit_clifford,0.18,0.0008970559487716654,0.0008970559487716654,0.0008602000000000001,0.78,0.0009512074576900471,0.0009512074576900471,0.0008630985,0.3538748695446883
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,89,cnot,0.29,0.0009552229698839934,0.0009552229698839934,0.0008882499999999999,0.78,0.0009443196774968817,0.0009443196774968817,0.0008630985,0.35645600004042227
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,89,measurement,0.23,0.0010470516022799824,0.0010470516022799824,0.0008228,0.78,0.0009443196774968817,0.0009443196774968817,0.0008630985,0.35645600004042227
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,89,reset,0.18,0.0010178257926639499,0.0010178257926639499,0.0008041,0.78,0.0009443196774968817,0.0009443196774968817,0.0008630985,0.35645600004042227
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,89,idle,0.12,0.0006799892327987749,0.0006799892327987749,0.0009724,0.78,0.0009443196774968817,0.0009443196774968817,0.0008630985,0.35645600004042227
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,measurement_reset_asymmetric,89,single_qubit_clifford,0.18,0.0008981988727264654,0.0008981988727264654,0.0008602000000000001,0.78,0.0009443196774968817,0.0009443196774968817,0.0008630985,0.35645600004042227
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,11,cnot,0.38,0.000998668494600774,0.000998668494600774,0.00085796875,0.74,0.000977520373783105,0.000977520373783105,0.0008400868750000001,0.3179802202454845
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,11,measurement,0.18,0.0010741896830038615,0.0010741896830038615,0.00079475,0.74,0.000977520373783105,0.000977520373783105,0.0008400868750000001,0.3179802202454845
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,11,reset,0.14,0.0010388003056533842,0.0010388003056533842,0.0007766875,0.74,0.000977520373783105,0.000977520373783105,0.0008400868750000001,0.3179802202454845
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,11,idle,0.12,0.0007109165554785172,0.0007109165554785172,0.0009392500000000001,0.74,0.000977520373783105,0.000977520373783105,0.0008400868750000001,0.3179802202454845
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,11,single_qubit_clifford,0.18,0.0009662787413623319,0.0009662787413623319,0.000830875,0.74,0.000977520373783105,0.000977520373783105,0.0008400868750000001,0.3179802202454845
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,29,cnot,0.38,0.0010109600490126758,0.0010109600490126758,0.00085796875,0.74,0.0009855938432940627,0.0009855938432940627,0.0008400868750000001,0.31537549251640346
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,29,measurement,0.18,0.0010854112780451074,0.0010854112780451074,0.00079475,0.74,0.0009855938432940627,0.0009855938432940627,0.0008400868750000001,0.31537549251640346
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,29,reset,0.14,0.0010472304319952659,0.0010472304319952659,0.0007766875,0.74,0.0009855938432940627,0.0009855938432940627,0.0008400868750000001,0.31537549251640346
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,29,idle,0.12,0.0007196664755683455,0.0007196664755683455,0.0009392500000000001,0.74,0.0009855938432940627,0.0009855938432940627,0.0008400868750000001,0.31537549251640346
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,29,single_qubit_clifford,0.18,0.0009615708726310436,0.0009615708726310436,0.000830875,0.74,0.0009855938432940627,0.0009855938432940627,0.0008400868750000001,0.31537549251640346
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,47,cnot,0.38,0.001017843812122249,0.001017843812122249,0.00085796875,0.74,0.0009909404417995813,0.0009909404417995813,0.0008400868750000001,0.3136738906180056
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,1,cnot_decomposition_variant,47,measurement,0.18,0.001098391564276511,0.001098391564276511,0.00079475,0.74,0.0009909404417995813,0.0009909404417995813,0.0008400868750000001,0.3136738906180056
